id,sku,name,material,percentage,sex,color,category,price,discount
822,295082194155,Faux-Fur-Trim Down Hooded Coat,Other,100,Man,Green,Jackets,3329,0
823,658149912410,Full-Zip Hooded Jacket,Cotton,100,Man,Dark Blue,Jackets,3558,0
824,035416962561,Lightweight Field Jacket,Denim,100,Man,Dark Green,Jackets,5683,0
825,778326204958,Shearling-Collar Down Bomber Jacket,Flannel,100,Man,Camel,Jackets,2446,20
826,369610432644,Faux-Fur-Trim Down Hooded Coat,Leather,100,Man,Camel,Jackets,5673,30
827,484544186682,Canvas Wading Jacket,Denim,100,Man,Dark Green,Jackets,4926,0
828,249537983966,The Colden Packable Jacket,Wool,100,Man,Red,Jackets,5913,0
829,173401967661,The Gorham Down Jacket,Leather,100,Man,Yellow,Jackets,5751,0
830,436398527037,The Beaton Quilted Utility Jacket,Leather,100,Man,Blue,Jackets,2324,0
831,724172876756,The Gorham Glossed Down Jacket,Wool,100,Man,Violet,Jackets,5652,0
832,076251446388,Faux-Fur-Trim Down Hooded Coat,Leather,100,Man,Red,Jackets,910,20
833,651105564720,Suede Trucker Jacket,Denim,100,Man,Camel,Jackets,1574,0
834,062277212590,Prospect Straight Stretch Jean,Cotton,100,Man,Dark Red,Jeans,306,0
835,792360806179,Slim Fit Stretch Moleskin Trouser,Cotton,100,Man,Camel,Jeans,913,0
836,423027698639,Prospect Straight Stretch Jean,Cotton,100,Man,Dark Blue,Jeans,411,0
837,089674098499,Varick Slim Straight Stretch Jean,Wool,100,Man,Violet,Jeans,175,10
838,759140709636,Denim Overall,Cotton,100,Man,Camel,Jeans,914,0
839,906617539351,Sullivan Slim Stretch Jean,Denim,100,Man,Other,Jeans,209,15
840,656727440728,Denim Overall,Leather,100,Man,Green,Jeans,636,15
841,367122339588,Stretch Skinny Jean,Wool,100,Man,Brown,Jeans,392,30
842,178948706365,Heritage Straight Distressed Jean,Flannel,100,Man,Violet,Jeans,351,0
843,320619190283,Parkside Active Taper Selvedge Jean,Other,100,Man,White,Jeans,478,15
844,271026321727,PRL x Naiomi Glasses Jean,Cotton,100,Man,Brown,Jeans,284,0
845,598151289268,Sullivan Slim Stretch Jean,Other,100,Man,Violet,Jeans,345,30
846,230862170153,PRL x Naiomi Glasses Jean,Wool,100,Man,Green,Jeans,753,0
847,579501007113,Slim Fit Stretch Moleskin Trouser,Other,100,Man,Dark Red,Jeans,575,0
848,179224889086,Eldridge Skinny Stretch Jeans,Other,100,Man,Dark Green,Jeans,590,0
849,471459544806,Heritage Straight Distressed Jean,Leather,100,Man,Dark Green,Jeans,196,0
850,061513373206,Sullivan Slim Stretch Jean,Denim,100,Man,Purple,Jeans,318,0
851,550472909218,PRL x Naiomi Glasses Indigo Jean,Flannel,100,Man,Blue,Jeans,753,0
852,309533260203,PRL x Naiomi Glasses Garment-Dyed Jean,Flannel,100,Man,Dark Blue,Jeans,461,0
853,925294112154,Heritage Straight Jean,Denim,100,Man,Red,Jeans,392,0
854,906349028457,PRL x Naiomi Glasses Jean,Denim,100,Man,Violet,Jeans,426,0
855,969022175297,PRL x Naiomi Glasses Garment-Dyed Jean,Flannel,100,Man,Dark Red,Jeans,501,15
856,292156669249,Denim Overall,Wool,100,Man,Camel,Jeans,443,0
857,100822144011,Parkside Active Taper Selvedge Jean,Wool,100,Man,Violet,Jeans,290,20
858,963719288080,PRL x Naiomi Glasses Garment-Dyed Jean,Leather,100,Man,Yellow,Jeans,514,0
859,191852371842,PRL x Naiomi Glasses Jean,Wool,100,Man,Black,Jeans,697,0
860,633877651357,Parkside Active Taper Selvedge Jean,Flannel,100,Man,Red,Jeans,661,0
861,570696730389,Denim Overall,Wool,100,Man,Red,Jeans,350,0
862,983571943916,Prospect Straight Stretch Jean,Wool,100,Man,Black,Jeans,911,0
863,902886365542,Vintage Classic Distressed Jean,Other,100,Man,Dark Green,Jeans,322,0
864,590694982315,Vintage Classic Distressed Jean,Denim,100,Man,White,Jeans,144,0
865,860195175201,PRL x Naiomi Glasses Embroidered Jean,Denim,100,Man,Blue,Jeans,962,30
866,817529227975,Sullivan Slim Stretch Jean,Flannel,100,Man,Dark Green,Jeans,622,0
867,885129180731,Denim Overall,Wool,100,Man,Other,Jeans,865,0
868,745325358499,PRL x Naiomi Glasses Garment-Dyed Jean,Flannel,100,Man,Purple,Jeans,500,30
869,142462439267,PRL x Naiomi Glasses Embroidered Jean,Other,100,Man,Camel,Jeans,687,0
870,153270138882,Heritage Straight Distressed Jean,Denim,100,Man,Dark Blue,Jeans,416,15
871,680237283424,Vintage Classic Distressed Jean,Leather,100,Man,Camel,Jeans,757,0
872,056713814551,PRL x Naiomi Glasses Garment-Dyed Jean,Flannel,100,Man,Other,Jeans,780,20
873,755953284134,Stretch Skinny Jean,Other,100,Man,Blue,Jeans,285,0
874,358118199520,Vintage Classic Distressed Jean,Leather,100,Man,Dark Blue,Jeans,614,0
875,422209645228,Eldridge Skinny Stretch Jeans,Denim,100,Man,Violet,Jeans,151,0
876,857175848522,Slim Fit Stretch Moleskin Trouser,Denim,100,Man,Purple,Jeans,666,10
877,631240490024,Vintage Classic Distressed Jean,Wool,100,Man,Camel,Jeans,385,0
878,979805089446,Varick Slim Straight Stretch Jean,Wool,100,Man,Yellow,Jeans,175,0
879,591971761161,PRL x Naiomi Glasses Embroidered Jean,Leather,100,Man,Dark Red,Jeans,645,0
880,564904945353,Prospect Straight Stretch Jean,Leather,100,Man,Red,Jeans,769,0
881,944854193699,Sullivan Slim Stretch Jean,Wool,100,Man,Purple,Jeans,858,0
882,965473399737,Heritage Straight Jean,Wool,100,Man,Blue,Jeans,288,15
883,971730637779,Slim Fit Stretch Moleskin Trouser,Leather,100,Man,Dark Blue,Jeans,772,0
884,415731830366,Heritage Straight Distressed Jean,Wool,100,Man,Red,Jeans,740,15
885,109578687856,Slim Fit Stretch Moleskin Trouser,Flannel,100,Man,Violet,Jeans,843,30
886,744965514451,Heritage Straight Distressed Jean,Denim,100,Man,Green,Jeans,377,20
887,132954971586,Prospect Straight Stretch Jean,Flannel,100,Man,Blue,Jeans,734,0
888,532378549261,Heritage Straight Jean,Wool,100,Man,Purple,Jeans,637,0
889,059175303682,Sullivan Slim Polo Pony Stretch Jean,Leather,100,Man,Red,Jeans,670,20
890,300475056348,Varick Slim Straight Stretch Jean,Flannel,100,Man,Camel,Jeans,852,0
891,474938836464,Parkside Active Taper Selvedge Jean,Other,100,Man,Other,Jeans,375,20
892,664076247136,PRL x Naiomi Glasses Jean,Leather,100,Man,Black,Jeans,448,0
893,742665588284,Heritage Straight Distressed Jean,Flannel,100,Man,Dark Red,Jeans,913,0
894,727104153407,Vintage Classic Distressed Jean,Flannel,100,Man,Dark Red,Jeans,441,0
895,790604494955,Vintage Classic Distressed Jean,Leather,100,Man,Violet,Jeans,483,0
896,774742764951,Prospect Straight Stretch Jean,Leather,100,Man,Camel,Jeans,557,0
897,529975820781,Stretch Skinny Jean,Cotton,100,Man,Camel,Jeans,891,0
898,748693658438,PRL x Naiomi Glasses Jean,Leather,100,Man,White,Jeans,283,10
899,908806801446,Sullivan Slim Stretch Jean,Cotton,100,Man,Dark Red,Jeans,357,0
900,248860390667,Denim Overall,Other,100,Man,Blue,Jeans,626,0
901,875368847031,Sullivan Slim Polo Pony Stretch Jean,Denim,100,Man,Dark Red,Jeans,644,0
902,663037347215,Parkside Active Taper Selvedge Jean,Wool,100,Man,Black,Jeans,393,0
903,271805427974,Sullivan Slim Stretch Jean,Denim,100,Man,Orange,Jeans,901,0
904,668088562498,PRL x Naiomi Glasses Indigo Jean,Cotton,100,Man,Black,Jeans,191,0
905,360977955035,Sullivan Slim Polo Pony Stretch Jean,Wool,100,Man,Black,Jeans,325,0
906,911199602139,Prospect Straight Stretch Jean,Flannel,100,Man,Black,Jeans,930,0
907,468279116811,Sullivan Slim Stretch Jean,Cotton,100,Man,Orange,Jeans,612,0
908,353437074003,Eldridge Skinny Stretch Jeans,Cotton,100,Man,White,Jeans,905,0
909,981847815990,Sullivan Slim Stretch Jean,Wool,100,Man,Orange,Jeans,638,0
910,580303695852,Prospect Straight Stretch Jean,Cotton,100,Man,Green,Jeans,241,0
911,768765285304,Sullivan Slim Stretch Jean,Leather,100,Man,White,Jeans,661,0
912,993081620190,Stretch Skinny Jean,Flannel,100,Man,Yellow,Jeans,380,30
913,581760431691,Parkside Active Taper Selvedge Jean,Cotton,100,Man,Black,Jeans,613,0
914,918140066940,Stretch Skinny Jean,Flannel,100,Man,Yellow,Jeans,634,0
915,898385227208,Parkside Active Taper Selvedge Jean,Denim,100,Man,Other,Jeans,973,0
916,317187159718,Vintage Classic Distressed Jean,Other,100,Man,Violet,Jeans,509,0
917,858435561246,Sullivan Slim Stretch Jean,Denim,100,Man,Camel,Jeans,926,0
918,025039298028,Parkside Active Taper Selvedge Jean,Other,100,Man,Green,Jeans,939,0
919,562752751101,Prospect Straight Stretch Jean,Flannel,100,Man,Purple,Jeans,507,0
920,314631110086,PRL x Naiomi Glasses Indigo Jean,Flannel,100,Man,Dark Red,Jeans,575,0
921,893069217728,Vintage Classic Distressed Jean,Other,100,Man,Blue,Jeans,505,0
922,170795190337,Double-Knit Track Trouser,Denim,100,Man,Dark Green,Joggers,295,0
923,847373784931,Slub Fleece Graphic Tracksuit Bottoms,Denim,100,Man,White,Joggers,489,0
924,810461529707,Loopback Fleece Drawstring Trouser,Denim,100,Man,Dark Green,Joggers,624,0
925,484194604854,The RL Fleece Tracksuit Bottoms,Flannel,100,Man,Purple,Joggers,468,0
926,682279873040,Relaxed Fit Logo Fleece Tracksuit Bottom,Cotton,100,Man,Violet,Joggers,156,0
927,967917169248,Double-Knit Joggers,Denim,100,Man,Red,Joggers,559,0
928,979393802170,Pink Pony Warm-Up Trouser,Denim,100,Man,Orange,Joggers,1021,0
929,680420707516,Pink Pony Warm-Up Trouser,Denim,100,Man,Dark Blue,Joggers,373,0
930,755578787109,Pink Pony Tracksuit Bottoms,Other,100,Man,Green,Joggers,867,10
931,218006541630,Polo Sport Fleece Joggers,Cotton,100,Man,Brown,Joggers,999,0
932,545235950573,Double-Knit Mesh Jogging Bottom,Wool,100,Man,Camel,Joggers,674,0
933,561187274799,Loopback Fleece Tracksuit Bottoms,Other,100,Man,Red,Joggers,1062,0
934,482181609858,Loopback Fleece Drawstring Trouser,Other,100,Man,Yellow,Joggers,232,0
935,157846189264,Double-Knit Joggers,Denim,100,Man,Red,Joggers,516,0
936,534650350776,Double-Knit Joggers,Leather,100,Man,Red,Joggers,417,0
937,199932773635,Double-Knit Mesh Jogging Bottom,Cotton,100,Man,Purple,Joggers,581,0
938,139025779731,Polo Sport Fleece Joggers,Leather,100,Man,Blue,Joggers,138,0
939,346416732769,Double-Knit Joggers,Cotton,100,Man,Red,Joggers,652,0
940,751239729131,Polo Sport Fleece Joggers,Cotton,100,Man,Dark Green,Joggers,648,0
941,308063559678,Pink Pony Warm-Up Trouser,Flannel,100,Man,Camel,Joggers,499,0
942,794510947513,Double-Knit Mesh Jogging Bottom,Denim,100,Man,Dark Red,Joggers,484,0
943,526222275118,Pink Pony Tracksuit Bottoms,Other,100,Man,Dark Green,Joggers,948,0
944,791373074148,Slub Fleece Graphic Tracksuit Bottoms,Flannel,100,Man,Dark Green,Joggers,329,0
945,220801865345,Polo Sport Fleece Joggers,Denim,100,Man,Other,Joggers,1039,0
946,565814978875,Double-Knit Track Trouser,Other,100,Man,Violet,Joggers,239,0
947,832503570150,Water-Repellent Racing Trouser,Leather,100,Man,Yellow,Joggers,414,0
948,725583409318,The RL Fleece Big Pony Jogging Bottoms,Leather,100,Man,Dark Blue,Joggers,463,0
949,321299016092,Double-Knit Jogging Bottom,Leather,100,Man,Dark Red,Joggers,747,0
950,471906372035,Pink Pony Tracksuit Bottoms,Other,100,Man,Dark Green,Joggers,297,0
951,921775411781,Double-Knit Jogging Bottom,Wool,100,Man,Other,Joggers,689,0
952,805391831066,Double-Knit Jogging Bottom,Flannel,100,Man,Brown,Joggers,169,0
953,390291357937,Relaxed Fit Logo Fleece Tracksuit Bottom,Leather,100,Man,Dark Blue,Joggers,682,15
954,086130857718,Double-Knit Jogging Bottom,Denim,100,Man,Camel,Joggers,455,0
955,957254358009,Pink Pony Warm-Up Trouser,Other,100,Man,Green,Joggers,937,0
956,304940567349,Pink Pony Tracksuit Bottoms,Wool,100,Man,Green,Joggers,500,0
957,228104054440,The RL Fleece Tracksuit Bottoms,Cotton,100,Man,Brown,Joggers,634,20
958,081251828611,Polo Sport Fleece Joggers,Denim,100,Man,Dark Blue,Joggers,237,0
959,888128417992,Washable Wool Full-Zip Gilet,Denim,100,Man,Other,Jumpers,1624,0
960,900260974959,Mesh-Knit Cotton Quarter-Zip Jumper,Leather,100,Man,Camel,Jumpers,2731,10
961,089937160537,Cable-Knit Cotton Jumper,Leather,100,Man,Other,Jumpers,2650,0
962,023098885669,Washable Wool Full-Zip Gilet,Other,100,Man,Dark Red,Jumpers,2658,0
963,393257624005,Fair Isle Indigo Cotton Sleeveless Jumper,Wool,100,Man,Black,Jumpers,3000,0
964,445745419247,Wool-Blend Roll Neck Jumper,Wool,100,Man,Camel,Jumpers,3512,0
965,155201502718,Washable Cashmere Hooded Jumper,Denim,100,Man,Brown,Jumpers,3493,0
966,938251685360,Snowflake Cotton-Cashmere Jumper,Flannel,100,Man,Dark Red,Jumpers,2043,0
967,403588109843,Cable-Knit Wool-Cashmere Jumper,Cotton,100,Man,Purple,Jumpers,897,0
968,080520100115,NYC Cotton-Linen Jumper,Cotton,100,Man,Dark Green,Jumpers,1712,0
969,815637486817,Snowflake Wool Rollneck Jumper,Other,100,Man,Brown,Jumpers,2538,0
970,431691922725,Washable Wool Full-Zip Gilet,Flannel,100,Man,Camel,Jumpers,1821,0
971,873173092625,Striped Waffle-Knit Crewneck,Denim,100,Man,Dark Red,Jumpers,2718,0
972,939221289617,Colour-Blocked Cotton Shawl Jumper,Cotton,100,Man,Yellow,Jumpers,717,0
973,211548711612,Cotton Crewneck Jumper,Leather,100,Man,Other,Jumpers,2025,0
974,845040373152,Mesh-Knit Cotton Crewneck Jumper,Leather,100,Man,Green,Jumpers,1305,30
975,124064402242,Colour-Blocked Cotton Shawl Jumper,Other,100,Man,Orange,Jumpers,827,0
976,571091532570,Textured Cotton Crewneck Jumper,Cotton,100,Man,Dark Green,Jumpers,2879,0
977,253614437777,Reindeer-Patterned Wool Jumper,Flannel,100,Man,Dark Red,Jumpers,1917,0
978,242496237400,Textured Cotton Full-Zip Jumper,Leather,100,Man,Brown,Jumpers,1894,0
979,051386209392,NYC Cotton-Linen Jumper,Denim,100,Man,Dark Green,Jumpers,577,0
980,815233139870,Cotton-Blend Fisherman's Jumper,Flannel,100,Man,Violet,Jumpers,3270,10
981,722999139573,Cotton Crewneck Jumper,Denim,100,Man,Dark Green,Jumpers,1392,0
982,541759980737,Mesh-Knit Cotton Quarter-Zip Jumper,Denim,100,Man,Orange,Jumpers,192,0
983,334019378354,Reindeer-Patterned Wool Jumper,Denim,100,Man,Orange,Jumpers,2568,0
984,661041767676,Hooded Jumper,Denim,100,Man,Dark Red,Jumpers,173,0
985,190183373707,Cable Wool-Cashmere Roll neck Jumper,Cotton,100,Man,Brown,Jumpers,3051,15
986,228335391437,Cotton Crewneck Jumper,Wool,100,Man,Dark Blue,Jumpers,2648,0
987,158437573966,The Iconic Cricket Jumper,Cotton,100,Man,Purple,Jumpers,1032,0
988,321233682595,Cable-Knit Wool-Cashmere Jumper,Leather,100,Man,Other,Jumpers,1696,0
989,454916514600,Cable-Knit Cotton Jumper,Wool,100,Man,Green,Jumpers,835,0
990,381769835710,Cable-Knit Wool-Cashmere Jumper,Wool,100,Man,Dark Green,Jumpers,616,0
991,194813669040,Mesh-Knit Cotton Quarter-Zip Jumper,Flannel,100,Man,Violet,Jumpers,1569,10
992,141191096566,Striped Waffle-Knit Crewneck,Denim,100,Man,Red,Jumpers,2642,0
993,990111464724,Washable Cashmere Hooded Jumper,Cotton,100,Man,Yellow,Jumpers,2323,0
994,484455919633,Hooded Jumper,Wool,100,Man,Dark Green,Jumpers,484,20
995,317539021745,Wool-Blend Roll Neck Jumper,Leather,100,Man,Orange,Jumpers,1677,0
996,157863211115,Striped Waffle-Knit Crewneck,Denim,100,Man,Dark Red,Jumpers,1414,0
997,884231728511,Waffle Wool-Cotton Quarter-Zip Jumper,Wool,100,Man,Violet,Jumpers,834,15
998,021693214356,Soft Cotton Roll Neck,Wool,100,Man,Black,Jumpers,2911,0
999,982835849456,Bullion-Patch Cashmere Jumper,Leather,100,Man,Dark Green,Jumpers,2575,0
1000,130541088319,Aran Wool-Alpaca Quarter-Zip Jumper,Denim,100,Man,Camel,Jumpers,1766,0
1001,097632474539,Cable-Knit Wool-Cashmere Jumper,Denim,100,Man,Camel,Jumpers,1624,0
1002,767562839495,NYC Washable Wool-Blend Jumper,Wool,100,Man,Dark Green,Jumpers,1576,0
1003,510359239138,Wool-Alpaca Fisherman’s Jumper,Cotton,100,Man,Violet,Jumpers,1281,0
1004,239276291558,The Iconic Cricket Jumper,Wool,100,Man,Dark Green,Jumpers,2103,0
1005,461014948075,Cable Wool-Cashmere Roll neck Jumper,Cotton,100,Man,Yellow,Jumpers,2046,0
1006,182726729233,Cable Wool-Cashmere Roll neck Jumper,Flannel,100,Man,Red,Jumpers,1645,0
1007,483431833887,Hooded Jumper,Flannel,100,Man,Dark Red,Jumpers,2986,0
1008,033608920096,Polo Bear Jumper,Wool,100,Man,Yellow,Jumpers,622,0
1009,190875033234,Cable-Knit Wool-Cashmere Jumper,Other,100,Man,Red,Jumpers,3121,0
1010,194155090251,Textured Cotton Full-Zip Jumper,Leather,100,Man,Blue,Jumpers,1529,10
1011,912410303155,Dog-Intarsia Cashmere Jumper,Denim,100,Man,Brown,Jumpers,636,0
1012,962561529791,Mesh-Knit Cotton Crewneck Jumper,Flannel,100,Man,Black,Jumpers,959,0
1013,204958975838,Cable Wool-Cashmere Roll neck Jumper,Leather,100,Man,Dark Red,Jumpers,794,0
1014,432644069898,Aran Wool-Alpaca Quarter-Zip Jumper,Flannel,100,Man,Orange,Jumpers,1737,0
1015,186682525774,Plaid Patchwork Wool-Blend Jumper,Wool,100,Man,Violet,Jumpers,1249,0
1016,983966830095,Soft Cotton Roll Neck,Flannel,100,Man,Brown,Jumpers,234,0
1017,967661151990,Aran Wool-Alpaca Quarter-Zip Jumper,Wool,100,Man,Black,Jumpers,3518,20
1018,527037760133,Washable Wool Full-Zip Gilet,Denim,100,Man,Dark Blue,Jumpers,2864,0
1019,876756249590,Dog-Intarsia Cashmere Jumper,Flannel,100,Man,Green,Jumpers,2159,0
1020,446388065018,NYC Washable Wool-Blend Jumper,Leather,100,Man,Blue,Jumpers,176,0
1021,564720422823,Washable Cashmere Hooded Jumper,Leather,100,Man,Dark Red,Jumpers,2042,0
1022,253382683315,Fair Isle Indigo Cotton Sleeveless Jumper,Other,100,Man,Orange,Jumpers,293,10
1023,396927826565,Dog-Intarsia Cashmere Jumper,Flannel,100,Man,Purple,Jumpers,1560,0
1024,572114964648,Cable-Knit Cotton Jumper,Other,100,Man,Yellow,Jumpers,342,0
1025,700193168860,Soft Cotton Roll Neck,Wool,100,Man,Yellow,Jumpers,1406,0
1026,804513768116,Fair Isle Indigo Cotton Sleeveless Jumper,Flannel,100,Man,Blue,Jumpers,2468,0
1027,534072522961,Dog-Intarsia Cashmere Jumper,Other,100,Man,Blue,Jumpers,3350,0
1028,938911962363,Washable Wool Full-Zip Gilet,Flannel,100,Man,Purple,Jumpers,1261,0
1029,525919299216,Polo Bear Family Jumper,Denim,100,Man,Red,Jumpers,1788,15
1030,442689236349,Hooded Jumper,Flannel,100,Man,Blue,Jumpers,2029,0
1031,519627506462,Polo Bear Family Jumper,Flannel,100,Man,Black,Jumpers,2102,0
1032,691752619525,Striped Waffle-Knit Crewneck,Wool,100,Man,Black,Jumpers,2219,0
1033,622964968396,Snowflake Cotton-Cashmere Jumper,Cotton,100,Man,Other,Jumpers,2945,0
1034,403406800339,Cotton-Blend Fisherman's Jumper,Flannel,100,Man,Brown,Jumpers,375,0
1035,913499563397,Wool-Blend Roll Neck Jumper,Flannel,100,Man,Dark Blue,Jumpers,611,0
1036,652694008600,Cotton Crewneck Jumper,Other,100,Man,Orange,Jumpers,1979,0
1037,676986181242,Aran Wool-Alpaca Quarter-Zip Jumper,Wool,100,Man,Dark Blue,Jumpers,1526,30
1038,830076314972,Wool-Blend Roll Neck Jumper,Cotton,100,Man,Dark Green,Jumpers,928,0
1039,271815942768,Cotton Crewneck Jumper,Wool,100,Man,Brown,Jumpers,2718,0
1040,835055760467,Cotton-Blend Fisherman's Jumper,Wool,100,Man,Purple,Jumpers,1384,20
1041,618408904503,Bullion-Patch Cashmere Jumper,Denim,100,Man,Camel,Jumpers,3215,0
1042,376977493035,Fair Isle Indigo Cotton Sleeveless Jumper,Leather,100,Man,White,Jumpers,150,0
1043,158249559067,Cable-Knit Wool-Cashmere Jumper,Flannel,100,Man,Blue,Jumpers,2839,0
1044,866548613481,Aran Wool-Alpaca Quarter-Zip Jumper,Flannel,100,Man,Blue,Jumpers,404,0
1045,530979100696,Waffle Wool-Cotton Quarter-Zip Jumper,Flannel,100,Man,Green,Jumpers,1068,0
1046,159567204733,Soft Cotton Roll Neck,Wool,100,Man,Purple,Jumpers,2372,0
1047,128966005772,Soft Cotton Roll Neck,Leather,100,Man,Red,Jumpers,2542,0
1048,705306620560,Wool-Blend Roll Neck Jumper,Flannel,100,Man,Other,Jumpers,157,0
1049,820330105697,Fair Isle Indigo Cotton Sleeveless Jumper,Flannel,100,Man,Brown,Jumpers,2978,10
1050,431133063170,Mesh-Knit Cotton Crewneck Jumper,Wool,100,Man,Red,Jumpers,181,20
1051,297105360011,Waffle Wool-Cotton Quarter-Zip Jumper,Flannel,100,Man,Dark Blue,Jumpers,1924,0
1052,285645544099,Mesh-Knit Cotton Quarter-Zip Jumper,Other,100,Man,Blue,Jumpers,2950,0
1053,509241934169,Reindeer-Patterned Wool Jumper,Wool,100,Man,Yellow,Jumpers,2755,0
1054,616969192176,Snowflake Wool Rollneck Jumper,Other,100,Man,Dark Red,Jumpers,1145,0
1055,943989485352,Colour-Blocked Cotton Shawl Jumper,Leather,100,Man,Dark Blue,Jumpers,2026,10
1056,492132777319,Hooded Jumper,Wool,100,Man,Brown,Jumpers,1747,0
1057,224068523672,Cable Wool-Cashmere Roll neck Jumper,Leather,100,Man,Purple,Jumpers,2207,0
1058,073110442951,Polo Bear Family Jumper,Other,100,Man,White,Jumpers,1317,0
1059,544570667365,Fair Isle Indigo Cotton Sleeveless Jumper,Leather,100,Man,Purple,Jumpers,1772,0
1060,157505386061,Plaid Patchwork Wool-Blend Jumper,Wool,100,Man,Yellow,Jumpers,1338,0
1061,738645751257,Fair Isle Indigo Cotton Sleeveless Jumper,Denim,100,Man,Dark Green,Jumpers,714,0
1062,117891683403,Colour-Blocked Cotton Shawl Jumper,Wool,100,Man,Violet,Jumpers,3010,0
1063,794213838209,Reindeer-Patterned Wool Jumper,Cotton,100,Man,Dark Green,Jumpers,1721,15
1064,391086814049,Dog-Intarsia Cashmere Jumper,Other,100,Man,Red,Jumpers,617,0
1065,544270229840,Plaid Patchwork Wool-Blend Jumper,Other,100,Man,Black,Jumpers,1354,15
1066,601558018167,Aran Wool-Alpaca Quarter-Zip Jumper,Cotton,100,Man,Dark Red,Jumpers,333,0
1067,298827727551,Mesh-Knit Cotton Quarter-Zip Jumper,Flannel,100,Man,Green,Jumpers,570,0
1068,161289392855,Cable-Knit Wool-Cashmere Jumper,Wool,100,Man,Other,Jumpers,242,0
1069,062592734383,Polo Bear Family Jumper,Wool,100,Man,Orange,Jumpers,2623,20
1070,427439365082,Wool-Alpaca Fisherman’s Jumper,Flannel,100,Man,Brown,Jumpers,653,30
1071,174701685830,Bullion-Patch Cashmere Jumper,Flannel,100,Man,Camel,Jumpers,1707,0
1072,404793733283,Reindeer-Patterned Wool Jumper,Wool,100,Man,Yellow,Jumpers,1638,0
1073,483587318682,Washable Wool Full-Zip Gilet,Other,100,Man,Blue,Jumpers,3563,0
1074,679409138965,Hooded Jumper,Denim,100,Man,Dark Blue,Jumpers,1261,0
1075,489705639564,Hooded Jumper,Wool,100,Man,Violet,Jumpers,3574,0
1076,327810682437,Cable-Knit Cotton Jumper,Wool,100,Man,Green,Jumpers,2698,0
1077,294244201887,Cotton-Blend Fisherman's Jumper,Cotton,100,Man,Red,Jumpers,3299,0
1078,976947446531,Cotton Crewneck Jumper,Other,100,Man,Black,Jumpers,2713,0
1079,867174470265,Bullion-Patch Cashmere Jumper,Other,100,Man,Other,Jumpers,1106,0
1080,758461390333,Mesh-Knit Cotton Quarter-Zip Jumper,Flannel,100,Man,Dark Green,Jumpers,921,0
1081,715291542915,Washable Wool Full-Zip Gilet,Wool,100,Man,White,Jumpers,862,0
1082,220327992096,Cable Wool-Cashmere Roll neck Jumper,Flannel,100,Man,Dark Green,Jumpers,2766,0
1083,102249119242,Cable Wool-Cashmere Roll neck Jumper,Cotton,100,Man,Red,Jumpers,2481,0
1084,383894352518,Textured Cotton Crewneck Jumper,Cotton,100,Man,Brown,Jumpers,1254,0
1085,874451457986,Snowflake Cotton-Cashmere Jumper,Leather,100,Man,Red,Jumpers,1836,10
1086,180130184750,Cable Wool-Cashmere Roll neck Jumper,Flannel,100,Man,Violet,Jumpers,2465,0
1087,464122190309,Wool-Blend Roll Neck Jumper,Other,100,Man,Red,Jumpers,1211,0
1088,270478290274,Reindeer-Patterned Wool Jumper,Cotton,100,Man,Yellow,Jumpers,3146,0
1089,996245216898,Cotton Crewneck Jumper,Wool,100,Man,Dark Blue,Jumpers,3007,0
1090,385639118482,Hooded Jumper,Wool,100,Man,Purple,Jumpers,270,0
1091,659047968691,Snowflake Wool Rollneck Jumper,Other,100,Man,Yellow,Jumpers,2224,0
1092,436236310552,Bullion-Patch Cashmere Jumper,Other,100,Man,Camel,Jumpers,205,0
1093,094721561873,The Iconic Cricket Jumper,Denim,100,Man,Other,Jumpers,3139,20
1094,321417215511,Colour-Blocked Cotton Shawl Jumper,Leather,100,Man,Violet,Jumpers,2608,0
1095,888522879210,NYC Washable Wool-Blend Jumper,Denim,100,Man,Brown,Jumpers,1068,0
1096,745687048758,Wool-Blend Roll Neck Jumper,Other,100,Man,Yellow,Jumpers,616,20
1097,599888386400,NYC Washable Wool-Blend Jumper,Flannel,100,Man,Dark Green,Jumpers,2543,0
1098,954606779209,Polo Bear Family Jumper,Cotton,100,Man,Blue,Jumpers,3358,0
1099,449491485682,Striped Waffle-Knit Crewneck,Flannel,100,Man,Dark Red,Jumpers,2935,0
1100,369447211601,Cable Wool-Cashmere Roll neck Jumper,Cotton,100,Man,White,Jumpers,3409,0
1101,579118838422,Polo Bear Jumper,Leather,100,Man,Dark Red,Jumpers,2615,0
1102,581431490079,Wool-Blend Roll Neck Jumper,Wool,100,Man,Purple,Jumpers,1453,0
1103,953085313528,Striped Waffle-Knit Crewneck,Cotton,100,Man,Dark Green,Jumpers,1446,0
1104,138667984500,Snowflake Wool Rollneck Jumper,Flannel,100,Man,Violet,Jumpers,2851,0
1105,814045729291,Plaid Patchwork Wool-Blend Jumper,Flannel,100,Man,Dark Red,Jumpers,1654,0
1106,829135300407,Polo Bear Family Jumper,Flannel,100,Man,Violet,Jumpers,1420,0
1107,383570241084,Bullion-Patch Cashmere Jumper,Cotton,100,Man,Yellow,Jumpers,3331,0
1108,164987855811,Mesh-Knit Cotton Crewneck Jumper,Flannel,100,Man,Dark Blue,Jumpers,2865,0
1109,011051518149,Reindeer-Patterned Wool Jumper,Wool,100,Man,Yellow,Jumpers,1680,0
